Manufacturer,Model,Vendor Analyte Name,Vendor Specimen Description,Vendor Result Description,LOINC Code,LOINC long Name,Vendor Analyte Code,Vendor Comment,Vendor Reference ID,Equipment UID,Equipment UID Type,Component,Property,Time,System,Scale,Method,Publication Version ID
"Sherlock BioSciences, Inc.",Sherlock CRISPR SARS-CoV-2 Kit*,SARS-CoV-2 Result Interpretation,"nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Sherlock BioSciences,Sherlock CRISPR SARS-CoV-2 Kit*,SARS-CoV-2 Result Interpretation,"nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Siemens,Dimension EXL SARS-CoV-2 Total antibody assay (CV2T)*,SARS-CoV-2 Total Antibody,"serum (119361006^Plasma specimen^SCT)
plasma (119364003^Serum specimen^SCT)","positive (10828004^Positive^SCT)
negative (260385009^Negative^SCT)",94762-2,SARS-CoV-2 (COVID19) Ab [Presence] in Serum or Plasma by Immunoassay,,,,,,SARS coronavirus 2 Ab,PrThr,Pt,Ser/Plas,Ord,IA,20200617
Siemens,Dimension Vista SARS-CoV-2 Total Antibody assay (COV2T)*,SARS_CoV_2 Total antibody,"serum (119361006^Plasma specimen^SCT)
plasma (119364003^Serum specimen^SCT)","positive (10828004^Positive^SCT)
negative (260385009^Negative^SCT)",94762-2,SARS-CoV-2 (COVID19) Ab [Presence] in Serum or Plasma by Immunoassay,,,,,,SARS coronavirus 2 Ab,PrThr,Pt,Ser/Plas,Ord,IA,20200617
Siemens Healthcare Diagnostics,ADVIA Centaur SARS-CoV-2 Total (COV2T)*,SARS-CoV-2 total antibody,"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)","Specimen is non-reactive for anti-SARS-CoV-2 (260385009^Negative^SCT)
Specimen is reactive for anti-SARS-CoV-2 (10828004^Positive^SCT)",94762-2,SARS coronavirus 2 Ab [Presence] in Serum or Plasma by Immunoassay,,,,,,SARS coronavirus 2 Ab,PrThr,Pt,Ser/Plas,Ord,IA,20200602
Siemens Healthcare Diagnostics,Atellica IM SARS-CoV-2 Total (COV2T)*,SARS-CoV-2 total antibody,"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)","Specimen is non-reactive for anti-SARS-CoV-2 (260385009^Negative^SCT)
Specimen is reactive for anti-SARS-CoV-2 (10828004^Positive^SCT)",94762-2,SARS coronavirus 2 Ab [Presence] in Serum or Plasma by Immunoassay,,,,,,SARS coronavirus 2 Ab,PrThr,Pt,Ser/Plas,Ord,IA,20200602
SolGent,DiaPlexQ Novel Coronavirus (2019-nCoV) Detection ?Kit*,SARS-CoV-2 RNA,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)
sputum (119334006^Sputum specimen^SCT)","Positive ?(260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200526
Specialty Diagnostic (SDI) Laboratories,LDT: SDI SARS-CoV-2 Assay*,,"nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)


","Positive 2019-NCoV (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Specialty Diagnostic (SDI) Laboratories,SDI SARS-CoV-2 Assay*,,"nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)


","Positive 2019-NCoV (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
TBG Biotechnology,ExProbeTM SARS-CoV-2 Testing Kit*,SARS-CoV-2 Result Interpretation,"nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
nasopharyngeal aspirate/wash (258411007^Nasopharyngeal aspirate^SCT or 258467004^Nasopharyngeal washings^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 Positive (260373001^Detected^SCT)
Presumptive Positive (720735008^Presumptive positive^SCT)
SARS-CoV-2 Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200617
Thermo Fisher,TaqPath? COVID-19 Combo Kit,SARS-CoV-2 Result Interpretation,"Upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
or
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT),
lower respiratory tract aspirates (309171007^Lower respiratory fluid sample^SCT)
bronchoalveolar lavage (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","
Positive SARS-COV-2 (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Tide Laboratories,DTPM COVID-19 RT-PCR Test*,SARS-CoV-2 Result Interpretation,"nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not Detected (260415000^Not Detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200617
"TNS Co., Ltd (Bio TNS)",COVID-19 RT-PCR Peptide Nucleic Acid (PNA) kit*,SARS-CoV-2 Result Interpretation,"respiratory specimens such as
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasopharyngeal wash/aspirates (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)","Negative (260415000^Not Detected^SCT)
Positive (260373001^Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
TNS Co.(Bio TNS),COVID-19 RT-PCR Peptide Nucleic Acid (PNA) kit*,SARS-CoV-2 Result Interpretation,"respiratory specimens such as
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasopharyngeal wash/aspirates (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)","Negative (260415000^Not Detected^SCT)
Positive (260373001^Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
TNS (Bio TNS),COVID-19 RT-PCR Peptide Nucleic Acid (PNA) kit*,SARS-CoV-2 Result Interpretation,"respiratory specimens such as
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasopharyngeal wash/aspirates (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)","Negative (260415000^Not Detected^SCT)
Positive (260373001^Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
Bio TNS,COVID-19 RT-PCR Peptide Nucleic Acid (PNA) kit*,SARS-CoV-2 Result Interpretation,"respiratory specimens such as
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasopharyngeal wash/aspirates (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)","Negative (260415000^Not Detected^SCT)
Positive (260373001^Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
Trax Management Services Inc.,PhoenixDx 2019-CoV*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal/oropharyngeal swab:
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT), or do they mean the combo swab: 433801000124107^Nasopharyngeal and oropharyngeal swab^SCT?
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)","POSITIVE (260373001^Detected^SCT)
PRESUMPTIVE POSITIVE (720735008^Presumptive positive^SCT)
NEGATIVE (260415000^Not detected^SCT)
INVALID (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Trax Management Services,PhoenixDx 2019-CoV*,SARS-CoV-2 Result Interpretation,"Nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal/oropharyngeal swab:
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT), or do they mean the combo swab: 433801000124107^Nasopharyngeal and oropharyngeal swab^SCT?
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)","POSITIVE (260373001^Detected^SCT)
PRESUMPTIVE POSITIVE (720735008^Presumptive positive^SCT)
NEGATIVE (260415000^Not detected^SCT)
INVALID (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Ultimate Dx Laboratory,LDT: UDX SARS-CoV-2 Molecular Assay*,,"Upper respiratory specimens, such as:
nasal swabs (445297001^Swab of internal nose^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","Positive for SARSCoV-2 RNA (260373001^Detected^SCT)
Negative for SARSCoV-2 RNA (260415000^Not detected^SCT)
Invalid - repeat test (455371000124106^Invalid result^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Ultimate Dx Laboratory,UDX SARS-CoV-2 Molecular Assay*,,"Upper respiratory specimens, such as:
nasal swabs (445297001^Swab of internal nose^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","Positive for SARSCoV-2 RNA (260373001^Detected^SCT)
Negative for SARSCoV-2 RNA (260415000^Not detected^SCT)
Invalid - repeat test (455371000124106^Invalid result^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
University of Alabama at Birmingham Fungal Reference Lab,LDT: FRL SARS CoV-2 Test*,SARS-CoV-2 RNA,"nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)
anterior nasal swab (697989009^Anterior nares swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","2019-nCoV detected (260373001^Detected^SCT)
2019-nCoV not detected (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94756-4?,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N1,,"The FRL SARS-CoV-2 Test will be performed at the UAB Fungal Reference Lab Clinical Laboratory in Birmingham, Alabama.",,,,SARS coronavirus 2 N gene?,PrThr?,Pt?,Respiratory?,Ord?,Probe.amp.tar.CDC primer-probe set N1,20200630
University of Alabama at Birmingham Fungal Reference Lab,FRL SARS CoV-2 Test*,SARS-CoV-2 RNA,"nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)
anterior nasal swab (697989009^Anterior nares swab^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","2019-nCoV detected (260373001^Detected^SCT)
2019-nCoV not detected (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94756-4?,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N1,,"The FRL SARS-CoV-2 Test will be performed at the UAB Fungal Reference Lab Clinical Laboratory in Birmingham, Alabama.",,,,SARS coronavirus 2 N gene?,PrThr?,Pt?,Respiratory?,Ord?,Probe.amp.tar.CDC primer-probe set N1,20200630
"University of Texas MD Anderson Cancer Center, Molecular Diagnostics Laboratory",MD Anderson High-throughput SARS-CoV-2 RT-PCR Assay*,SARS-CoV-2 RNA,"upper respiratory specimens such as:
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not Detected (260415000^Not Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,Testing is limited to the Molecular Diagnostic Laboratory (MDL) at the University of Texas MD Anderson Cancer Center,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200630
"University of Texas MD Anderson Cancer Center, Molecular Diagnostics Laboratory",High-throughput SARS-CoV-2 RT-PCR Assay*,SARS-CoV-2 RNA,"upper respiratory specimens such as:
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not Detected (260415000^Not Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,Testing is limited to the Molecular Diagnostic Laboratory (MDL) at the University of Texas MD Anderson Cancer Center,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200630
